+1 Sling Bullets (20) (500 gp, 1.5 lb)
Frost Brand Sickle (2201 gp, 2 lb)
Frost Brand Mace (2205 gp, 4 lb)
Frost Brand Light Hammer (2202 gp, 2 lb)
Frost Brand Javelin (2200 gp, 2 lb)
Frost Brand Handaxe (2205 gp, 2 lb)
Frost Brand Greatclub (2200 gp, 10 lb)
Frost Brand Dagger (2202 gp, 1 lb)
Frost Brand Club (2200 gp, 2 lb)
Frost Brand Whip (2202 gp, 3 lb)
Frost Brand Warhammer (2215 gp, 2 lb)
Frost Brand War Pick (2205 gp, 2 lb)
Frost Brand Trident (2205 gp, 4 lb)
Frost Brand Shortsword (2210 gp, 2 lb)
Frost Brand Scimitar (2225 gp, 3 lb)
Frost Brand Rapier (2225 gp, 2 lb)
Frost Brand Pike (2205 gp, 18 lb)
Frost Brand Morningstar (2215 gp, 4 lb)
Frost Brand Maul (2210 gp, 10 lb)
Frost Brand Longsword (2215 gp, 3 lb)
Frost Brand Lance (2210 gp, 6 lb)
Frost Brand Halberd (2220 gp, 6 lb)
Frost Brand Greatsword (2250 gp, 6 lb)
Frost Brand Greataxe (2230 gp, 7 lb)
Frost Brand Glaive (2220 gp, 6 lb)
Frost Brand Flail (2210 gp, 2 lb)
Frost Brand Double-Bladed Scimitar (2300 gp, 6 lb)
Frost Brand Battleaxe (2210 gp, 4 lb)
Flame Toungue Yklwa (5001 gp, 3 lb)
Flame Toungue Spear (5001 gp, 3 lb)
Flame Toungue Sickle (5001 gp, 2 lb)
Flame Toungue Mace (5005 gp, 4 lb)
Flame Toungue Light Hammer (5002 gp, 2 lb)
Flame Toungue Javelin (5000 gp, 2 lb)
Flame Toungue Handaxe (5005 gp, 2 lb)
Flame Toungue Greatclub (5000 gp, 10 lb)
Flame Toungue Dagger (5002 gp, 1 lb)
Flame Toungue Club (5000 gp, 2 lb)
Flame Toungue Whip (5002 gp, 3 lb)
Flame Toungue Warhammer (5015 gp, 2 lb)
Flame Toungue War Pick (5005 gp, 2 lb)
Flame Toungue Trident (5005 gp, 4 lb)
Flame Toungue Shortsword (5010 gp, 2 lb)
Flame Toungue Scimitar (5025 gp, 3 lb)
Flame Toungue Rapier (5025 gp, 2 lb)
Flame Toungue Pike (5005 gp, 18 lb)
Flame Toungue Morningstar (5015 gp, 4 lb)
Flame Toungue Maul (5010 gp, 10 lb)
Flame Toungue Longsword (5015 gp, 3 lb)
Flame Toungue Lance (5010 gp, 6 lb)
Flame Toungue Halberd (5020 gp, 6 lb)
Flame Toungue Greatsword (5050 gp, 6 lb)
Flame Toungue Greataxe (5030 gp, 7 lb)
Flame Toungue Glaive (5020 gp, 6 lb)
Flame Toungue Flail (5010 gp, 2 lb)
Flame Toungue Double-Bladed Scimitar (5100 gp, 6 lb)
Flame Toungue Battleaxe (5010 gp, 4 lb)
Moon-Touched Shortsword (1510 gp, 2 lb)
Moon-Touched Scimitar (1525 gp, 3 lb)
Moon-Touched Rapier (1525 gp, 2 lb)
Moon-Touched Longsword (1515 gp, 3 lb)
Moon-Touched Greatsword (1550 gp, 6 lb)
Moon-Touched Double-Bladed Scimitar (1600 gp, 6 lb)
Defender Shortsword (24010 gp, 2 lb)
Defender Scimitar (24025 gp, 3 lb)
Defender Rapier (24025 gp, 2 lb)
Defender Longsword (24015 gp, 3 lb)
Defender Greatsword (24050 gp, 6 lb)
Defender Double-Bladed Scimitar (25000 gp, 6 lb)
Holy Avenger Shortsword (165010 gp, 2 lb)
Holy Avenger Scimitar (165025 gp, 3 lb)
Holy Avenger Rapier (165025 gp, 2 lb)
Holy Avenger Longsword (165015 gp, 3 lb)
Holy Avenger Greatsword (165050 gp, 6 lb)
Holy Avenger Double-Bladed Scimitar (165100 gp, 6 lb)
Lucky Shortsword (200010 gp, 2 lb)
Lucky Scimitar (200025 gp, 3 lb)
Lucky Rapier (200025 gp, 2 lb)
Lucky Longsword (200015 gp, 3 lb)
Lucky Greatsword (200050 gp, 6 lb)
Lucky Double-Bladed Scimitar (200100 gp, 6 lb)
Yklwa of Warning (60001 gp, 3 lb)
Spear of Warning (60001 gp, 3 lb)
Sickle of Warning (60001 gp, 2 lb)
Mace of Warning (60005 gp, 4 lb)
Light Hammer of Warning (60002 gp, 2 lb)
Javelin of Warning (60000 gp, 2 lb)
Handaxe of Warning (60005 gp, 2 lb)
Greatclub of Warning (60000 gp, 10 lb)
Dagger of Warning (60002 gp, 1 lb)
Quarterstaff of Warning (60000 gp, 4 lb)
Club of Warning (60000 gp, 2 lb)
Whip of Warning (60002 gp, 3 lb)
Warhammer of Warning (60015 gp, 2 lb)
War Pick of Warning (60005 gp, 2 lb)
Trident of Warning (60005 gp, 4 lb)
Shortsword of Warning (60010 gp, 2 lb)
Scimitar of Warning (60025 gp, 3 lb)
Rapier of Warning (60025 gp, 2 lb)
Pike of Warning (60005 gp, 18 lb)
Morningstar of Warning (60015 gp, 4 lb)
Maul of Warning (60010 gp, 10 lb)
Longsword of Warning (60015 gp, 3 lb)
Lance of Warning (60010 gp, 6 lb)
Halberd of Warning (60020 gp, 6 lb)
Greatsword of Warning (60050 gp, 6 lb)
Greataxe of Warning (60030 gp, 7 lb)
Glaive of Warning (60020 gp, 6 lb)
Flail of Warning (60010 gp, 2 lb)
Double-Bladed Scimitar of Warning (60100 gp, 6 lb)
Battleaxe of Warning (60010 gp, 4 lb)
Berserker's Handaxe (1005 gp, 2 lb) 
Berserker's Battleaxe (1010 gp, 4 lb)
Berserker's Greataxe (1030 gp, 7 lb)
Adventurer's Battleaxe (5000 gp, 2 lb)
Axe of the Dwarvish Lords (8000 gp, 4 lb)
Azuredge (100000 gp, 4 lb)
Blackrazor (100000 gp, 6 lb)
Dawnbringer (100000 gp, 3 lb)
Drown (100000 gp, 4 lb)
Dwarven Thrower (18000 gp, 2 lb)
Greater Silver Sword (100000 gp, 6 lb)
Gurt's Greataxe (100000 gp, 325 lb)
Hammer of Thunderbolts (16000 gp, 10 lb)
Hazirawn (100000 gp, 6 lb)
Ironfang (100000 gp, 2 lb)
Lost Sword (5000 gp, 2 lb)
Moonblade (100000 gp, 3 lb)
Orcsplitter (100000 gp, 7 lb)
Scimitar of Speed (6000 gp, 3 lb)
Shatterspike (500 gp, 3 lb)
Sun Blade (12000 gp, 3 lb)
Sunforger (5000 gp, 2 lb)
Sunsword (100000 gp, 3 lb)
Sword of Answering (Answerer) (36000 gp, 3 lb)
Sword of Answering (Back Talker) (36000 gp, 3 lb)
Sword of Answering (Concluder) (36000 gp, 3 lb)
Sword of Answering (Last Quip) (36000 gp, 3 lb)
Sword of Answering (Rebutter) (36000 gp, 3 lb)
Sword of Answering (Replier) (36000 gp, 3 lb)
Sword of Answering (Retorter) (36000 gp, 3 lb)
Sword of Answering (Scather) (36000 gp, 3 lb)
Sword of Answering (Squelcher) (36000 gp, 3 lb)
Sword of Kas (100000 gp, 3 lb)
Sword of the Paruns (50000 gp, 3 lb)
Tearulai (50000 gp, 3 lb)
Trident of Fish Command (800 gp, 4 lb)
Wave (100000 gp, 4 lb)
Waythe (100000 gp, 6 lb)
Whelm (100000 gp, 2 lb)
Saint Markovia's Thighbone (5000 gp, 4 lb)
Blood Spear (500 gp, 3 lb)
Bookmark (100000 gp, 1 lb)
Dagger of Blindsight (5000 gp, 1 lb)
Dagger of Venom (2500 gp, 1 lb)
Dragontooth Dagger (5000 gp, 1 lb)
Javelin of Backbiting (50000 gp, 2 lb)
Javelin of Lightning (1500 gp, 2 lb)
Korolnor Scepter (100000 gp, 2 lb)
Lightbringer (500 gp, 4 lb)
Mace of Disruption (8000 gp, 4 lb)
Mace of Smiting (7000 gp, 4 lb)
Mace of Terror (8000 gp, 4 lb)
Rakdos Riteknife (100000 gp, 1 lb)
Reszur (500 gp, 1 lb)
Spear of Backbiting (50000 gp, 3 lb)
Tinderstrike (100000 gp, 1 lb)
Windvane (100000 gp, 3 lb)
+1 Sling (1000 gp, 0.1 lb)
+1 Shortbow (1025 gp, 2 lb)
+1 Light Crossbow (1025 gp, 5 lb)
+1 Dart (1000 gp, 0.25 lb)
+1 Oversized Longbow (1050 gp, 2 lb)
+1 Net (1001 gp, 3 lb)
+1 Longbow (1050 gp, 2 lb)
+1 Light Repeating Crossbow (1250 gp, 15 lb)
+1 Heavy Crossbow (1050 gp, 18 lb)
+1 Hand Crossbow (1075 gp, 3 lb)
+1 Blowgun (1010 gp, 1 lb)
+1 Pistol (1250 gp, 3 lb)
+1 Musket (1100 gp, 10 lb)
+2 Sling (4000 gp, 0.1 lb)
+2 Shortbow (4025 gp, 2 lb)
+2 Light Crossbow (4025 gp, 5 lb)
+2 Dart (4000 gp, 0.25 lb)
+2 Oversized Longbow (4050 gp, 2 lb)
+2 Net (4001 gp, 3 lb)
+2 Longbow (4050 gp, 2 lb)
+2 Light Repeating Crossbow (4250 gp, 15 lb)
+2 Heavy Crossbow (4050 gp, 18 lb)
+2 Hand Crossbow (4075 gp, 3 lb)
+2 Blowgun (4010 gp, 1 lb)
+2 Pistol (4250 gp, 3 lb)
+2 Musket (4100 gp, 10 lb)
+3 Sling (16000 gp, 0.1 lb)
+3 Shortbow (16025 gp, 2 lb)
+3 Light Crossbow (16025 gp, 5 lb)
+3 Dart (16000 gp, 0.25 lb)
+3 Oversized Longbow (16050 gp, 2 lb)
+3 Net (16001 gp, 3 lb)
+3 Longbow (16050 gp, 2 lb)
+3 Light Repeating Crossbow (16250 gp, 15 lb)
+3 Heavy Crossbow (16050 gp, 18 lb)
+3 Hand Crossbow (16075 gp, 3 lb)
+3 Blowgun (16010 gp, 1 lb)
+3 Pistol (16250 gp, 3 lb)
+3 Musket (16100 gp, 10 lb)
Vicious Sling (350 gp, 0.1 lb)
Vicious Shortbow (375 gp, 2 lb)
Vicious Light Crossbow (375 gp, 5 lb)
Vicious Dart (350 gp, 0.25 lb)
Vicious Oversized Longbow (400 gp, 2 lb)
Vicious Net (351 gp, 3 lb)
Vicious Longbow (400 gp, 2 lb)
Vicious Light Repeating Crossbow (600 gp, 15 lb)
Vicious Heavy Crossbow (400 gp, 18 lb)
Vicious Hand Crossbow (425 gp, 3 lb)
Vicious Blowgun (360 gp, 1 lb)
Vicious Pistol (600 gp, 3 lb)
Vicious Musket (450 gp, 10 lb)
Seeker Dart (500 gp, 0.25 lb)
Storm Boomerang (500 gp, 0.5 lb)
Oathbow (3500 gp, 2 lb)
Horned Ring (50000 gp, 0.1 lb)
Ring of Acid Resistance (6000 gp, 0.1 lb)
Ring of Animal Influence (4000 gp, 0.1 lb)
Ring of Cold Resistance (6000 gp, 0.1 lb)
Ring of Evasion (5000 gp, 0.1 lb)
Ring of Feather Falling (2000 gp, 0.1 lb)
Ring of Fire Resistance (6000 gp, 0.1 lb)
Ring of Force Resistance (6000 gp, 0.1 lb)
Ring of Free Action (20000 gp, 0.1 lb)
Ring of Jumping (2500 gp, 0.1 lb)
Ring of Lightning Resistance (6000 gp, 0.1 lb)
Ring of Mind Shielding (16000 gp, 0.1 lb)
Ring of Necrotic Resistance (6000 gp, 0.1 lb)
Ring of Poison Resistance (6000 gp, 0.1 lb)
Ring of Protection (3500 gp, 0.1 lb)
Ring of Psychic Resistance (6000 gp, 0.1 lb)
Ring of Radiant Resistance (6000 gp, 0.1 lb)
Ring of Regeneration (12000 gp, 0.1 lb)
Ring of Resistance (6000 gp, 0.1 lb)
Ring of Shooting Stars (14000 gp, 0.1 lb)
Ring of Spell Storing (24000 gp, 0.1 lb)
Ring of Swimming (3000 gp, 0.1 lb)
Ring of Telekinesis (10000 0.1 lb)
Ring of the Ram (5000 gp, 0.1 lb)
Ring of Thunder Resistance (6000 gp, 0.1 lb)
Ring of Truth Telling (1500 gp, 0.1 lb)
Ring of Warmth (1000 gp, 0.1 lb)
Ring of Water Walking (1500 gp, 0.1 lb)
Ring of X-ray Vision (6000 gp, 0.1 lb)
Ring of Air Elemental Command (35000 gp, 0.5 lb)
Ring of Djinni Summoning (100000 gp, 0.5 lb)
Ring of Earth Elemental Command (35000 gp, 0.5 lb)
Ring of Fire Elemental Command (35000 gp, 0.5 lb)
Ring of Invisibility (10000 gp, 0.5 lb)
Ring of Spell Turning (30000 gp, 0.5 lb)
Ring of Three Wishes (100000 gp, 0.5 lb)
Ring of Water Elemental Command (35000 gp, 0.5 lb)
Ring of Winter (100000 gp, 1 lb)
Scroll of Allergy Field (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alpha’s Spark Shower (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alpha’s Sparkle Beam (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Alter Instrument (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Befoul (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bigby’s Bookworm Bane (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Blacksteel (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bleeding Touch (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Bloodbridge (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Candletrick (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Chill (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Copy (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Crier’s Boon (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Darsson’s Cooling Breeze (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Deepen Shadows (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Diction (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Diminutive Darkness (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Disarm (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Distraction (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Druidcraft (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Empathy (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Erik’s Quills (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Flicker (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Gnat Swarm (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Hailstone (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Handcandle (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Handfang (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Haunting Sound (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Hold Portal (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Ill Omen (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Iron Scarf (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Kiss of Wounding (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Leaf into Dagger (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Legerdemain (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Liquid Orb (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Nature Call (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Notice (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Odeen’s Magic Cloud (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Open/Close (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Orison (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Pain (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Prestidigitation (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Scatterspray (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Scratch (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Secret Signs (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Slash Tongue (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Spit Venom (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Squeaking Floor (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Stun Ray (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Sustain Fire (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Thaumaturgy (New Variants) (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Thump (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Touch of Madness (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Warning Shout (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Whisper’s Darkstaff (ToS, Cantrip) (10 gp, 0.1 lb)
Scroll of Acid Hands (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Adhesion (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ahrvar’s Forgery (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Alpha’s Hunting Hound (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Animal Animosity (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Animal Sense (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Arcane Voice (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Assess Value (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Augment Artistry (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Aura of Protection (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Autopsy (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Banish Dazzle (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Battle Cry (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Beneficence (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Bladethirst (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Borrow Fortune (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Brambles (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Buzzing Bee (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Calder’s Starry Sky (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Camouflage (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Cat Spirit (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Cheat (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Chime (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Chord of Shards (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Color (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Comfort (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Command Hair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Common Prayer (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Compass (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Confuse Self (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Conjure Fundamental (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Create Earth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Creeping Darkness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Darkray’s Enhanced Dagger (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Death Candle (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Death Grimace (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Harmony (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Metals And Minerals (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Detect Secret Passages And Portals (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Dispel Fatigue (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Breath of Life (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Light Step (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drawmij’s Scent Mask (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Drenal’s Stone Flame (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ease Labor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Electric Blades (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Elemental Burst (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Elonia’s Glamer (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Endure Element (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Entangling Scarf (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Epiphany (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Erase (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Exorcism (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Exterminate (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of False Tracks (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fertility (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Filth’s Bane (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fire Truth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of First Strike (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Fist of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Foundation of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Frost Fingers (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Gift of Speech (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Golden Barding (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hail of Stone (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Healthful Rest (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Heethem’s Hydromorph (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hesitate (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hidden Ward (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Hunter’s Lore (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Idea (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Inaudibility (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Indisputable Possession (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Infernal Wound (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Insidious Rhythm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Instant Search (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Interrogation (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Invisible Object (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ironguts (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ironthunder Horn (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Jamye’s Melodramatic Music (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Kiss of Intoxication (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Kiss of Vampirism (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Know The Size of the Hidden (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ladder (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Laeral’s Cutting Hand (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Last Image (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Long Arm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Magic Motes (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Magical Tether (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Memorize Page (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Metal Arm (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Nectar (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Odeen’s Magic Tailor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Painful Wounds (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Painless Death (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Parching Touch (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Pilpin’s Mapper (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Pilpin’s Prompt (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Power Word Attention (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Protective Amulet (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Quick Step (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Clumsiness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Flame (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Reconstruct (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Repair (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Reveal Owner (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sacred Guardian (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sanh’s Ray of Light (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sea Sight (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Secret Page (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Segojan’s Armor (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shadetree (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shadows (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Sharptooth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shrapnel Shot (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Shut Up (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Silvered Weapon (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Simple Distillation (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Skill Enhancement (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Snapshot (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Special Effects (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Spiderbite (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Spirit Mask (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Suspend Disease (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Telltale Feet (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Thunderous Footfalls (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Trance (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Weapon Bless (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Weapon of the Earth (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Web Bolt (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Whisper’s Hands of Darkness (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Xaviar’s Leaf Filter (ToS, 1st Level) (60 gp, 0.1 lb)
Scroll of Adamantine Weapon (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Aggressive Thundercloud (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Allegro (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Alpha’s Moonlight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Alpha’s Rainbow Beam (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ancestral Blessing (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ancestral Vengeance (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Anesthesia (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Animal Aspect (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Apparition (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Arrowflight (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Ash Storm (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Augment Familiar (ToS, 2nd Level) (120 gp, 0.1 lb)
Scroll of Backstab Backlash (ToS, 2nd Level) (120 gp, 0.1 lb)
