+1 Sling Bullets (20) (500 gp, 1.5 lb)
Frost Brand Dagger (2202 gp, 1 lb)
Frost Brand Club (2200 gp, 2 lb)
Frost Brand Whip (2202 gp, 3 lb)
Frost Brand Warhammer (2215 gp, 2 lb)
Frost Brand War Pick (2205 gp, 2 lb)
Frost Brand Trident (2205 gp, 4 lb)
Frost Brand Shortsword (2210 gp, 2 lb)
Frost Brand Scimitar (2225 gp, 3 lb)
Frost Brand Rapier (2225 gp, 2 lb)
Frost Brand Pike (2205 gp, 18 lb)
Frost Brand Morningstar (2215 gp, 4 lb)
Frost Brand Maul (2210 gp, 10 lb)
Frost Brand Longsword (2215 gp, 3 lb)
Frost Brand Lance (2210 gp, 6 lb)
Frost Brand Halberd (2220 gp, 6 lb)
Frost Brand Greatsword (2250 gp, 6 lb)
Frost Brand Greataxe (2230 gp, 7 lb)
Frost Brand Glaive (2220 gp, 6 lb)
Frost Brand Flail (2210 gp, 2 lb)
Frost Brand Double-Bladed Scimitar (2300 gp, 6 lb)
Frost Brand Battleaxe (2210 gp, 4 lb)
Flame Toungue Yklwa (5001 gp, 3 lb)
Flame Toungue Spear (5001 gp, 3 lb)
Flame Toungue Sickle (5001 gp, 2 lb)
Flame Toungue Mace (5005 gp, 4 lb)
Flame Toungue Light Hammer (5002 gp, 2 lb)
Flame Toungue Javelin (5000 gp, 2 lb)
Flame Toungue Handaxe (5005 gp, 2 lb)
Flame Toungue Greatclub (5000 gp, 10 lb)
Flame Toungue Dagger (5002 gp, 1 lb)
Flame Toungue Club (5000 gp, 2 lb)
Flame Toungue Whip (5002 gp, 3 lb)
Flame Toungue Warhammer (5015 gp, 2 lb)
Flame Toungue War Pick (5005 gp, 2 lb)
Flame Toungue Trident (5005 gp, 4 lb)
Flame Toungue Shortsword (5010 gp, 2 lb)
Flame Toungue Scimitar (5025 gp, 3 lb)
Flame Toungue Rapier (5025 gp, 2 lb)
Flame Toungue Pike (5005 gp, 18 lb)
Flame Toungue Morningstar (5015 gp, 4 lb)
Flame Toungue Maul (5010 gp, 10 lb)
Flame Toungue Longsword (5015 gp, 3 lb)
Flame Toungue Lance (5010 gp, 6 lb)
Flame Toungue Halberd (5020 gp, 6 lb)
Flame Toungue Greatsword (5050 gp, 6 lb)
Flame Toungue Greataxe (5030 gp, 7 lb)
Flame Toungue Glaive (5020 gp, 6 lb)
Flame Toungue Flail (5010 gp, 2 lb)
Flame Toungue Double-Bladed Scimitar (5100 gp, 6 lb)
Flame Toungue Battleaxe (5010 gp, 4 lb)
Moon-Touched Shortsword (1510 gp, 2 lb)
Moon-Touched Scimitar (1525 gp, 3 lb)
Moon-Touched Rapier (1525 gp, 2 lb)
Moon-Touched Longsword (1515 gp, 3 lb)
Moon-Touched Greatsword (1550 gp, 6 lb)
Moon-Touched Double-Bladed Scimitar (1600 gp, 6 lb)
Defender Shortsword (24010 gp, 2 lb)
Defender Scimitar (24025 gp, 3 lb)
Defender Rapier (24025 gp, 2 lb)
Defender Longsword (24015 gp, 3 lb)
Defender Greatsword (24050 gp, 6 lb)
Defender Double-Bladed Scimitar (25000 gp, 6 lb)
Holy Avenger Shortsword (165010 gp, 2 lb)
Holy Avenger Scimitar (165025 gp, 3 lb)
Holy Avenger Rapier (165025 gp, 2 lb)
Holy Avenger Longsword (165015 gp, 3 lb)
Holy Avenger Greatsword (165050 gp, 6 lb)
Holy Avenger Double-Bladed Scimitar (165100 gp, 6 lb)
Lucky Shortsword (200010 gp, 2 lb)
Lucky Scimitar (200025 gp, 3 lb)
Lucky Rapier (200025 gp, 2 lb)
Lucky Longsword (200015 gp, 3 lb)
Lucky Greatsword (200050 gp, 6 lb)
Lucky Double-Bladed Scimitar (200100 gp, 6 lb)
Yklwa of Warning (60001 gp, 3 lb)
Spear of Warning (60001 gp, 3 lb)
Sickle of Warning (60001 gp, 2 lb)
Mace of Warning (60005 gp, 4 lb)
Light Hammer of Warning (60002 gp, 2 lb)
Javelin of Warning (60000 gp, 2 lb)
Handaxe of Warning (60005 gp, 2 lb)
Greatclub of Warning (60000 gp, 10 lb)
Dagger of Warning (60002 gp, 1 lb)
Quarterstaff of Warning (60000 gp, 4 lb)
Club of Warning (60000 gp, 2 lb)
Whip of Warning (60002 gp, 3 lb)
Warhammer of Warning (60015 gp, 2 lb)
War Pick of Warning (60005 gp, 2 lb)
Trident of Warning (60005 gp, 4 lb)
Shortsword of Warning (60010 gp, 2 lb)
Scimitar of Warning (60025 gp, 3 lb)
Rapier of Warning (60025 gp, 2 lb)
Pike of Warning (60005 gp, 18 lb)
Morningstar of Warning (60015 gp, 4 lb)
Maul of Warning (60010 gp, 10 lb)
Longsword of Warning (60015 gp, 3 lb)
Lance of Warning (60010 gp, 6 lb)
Halberd of Warning (60020 gp, 6 lb)
Greatsword of Warning (60050 gp, 6 lb)
Greataxe of Warning (60030 gp, 7 lb)
Glaive of Warning (60020 gp, 6 lb)
Flail of Warning (60010 gp, 2 lb)
Double-Bladed Scimitar of Warning (60100 gp, 6 lb)
Battleaxe of Warning (60010 gp, 4 lb)
Berserker's Handaxe (1005 gp, 2 lb) 
Berserker's Battleaxe (1010 gp, 4 lb)
Berserker's Greataxe (1030 gp, 7 lb)
Adventurer's Battleaxe (5000 gp, 2 lb)
Axe of the Dwarvish Lords (8000 gp, 4 lb)
Azuredge (100000 gp, 4 lb)
Blackrazor (100000 gp, 6 lb)
Dawnbringer (100000 gp, 3 lb)
Drown (100000 gp, 4 lb)
Dwarven Thrower (18000 gp, 2 lb)
Greater Silver Sword (100000 gp, 6 lb)
Gurt's Greataxe (100000 gp, 325 lb)
Hammer of Thunderbolts (16000 gp, 10 lb)
Hazirawn (100000 gp, 6 lb)
Ironfang (100000 gp, 2 lb)
Lost Sword (5000 gp, 2 lb)
Moonblade (100000 gp, 3 lb)
Orcsplitter (100000 gp, 7 lb)
Scimitar of Speed (6000 gp, 3 lb)
Shatterspike (500 gp, 3 lb)
Sun Blade (12000 gp, 3 lb)
Sunforger (5000 gp, 2 lb)
Sunsword (100000 gp, 3 lb)
Sword of Answering (Answerer) (36000 gp, 3 lb)
Sword of Answering (Back Talker) (36000 gp, 3 lb)
Sword of Answering (Concluder) (36000 gp, 3 lb)
Sword of Answering (Last Quip) (36000 gp, 3 lb)
Sword of Answering (Rebutter) (36000 gp, 3 lb)
Sword of Answering (Replier) (36000 gp, 3 lb)
Sword of Answering (Retorter) (36000 gp, 3 lb)
Sword of Answering (Scather) (36000 gp, 3 lb)
Sword of Answering (Squelcher) (36000 gp, 3 lb)
Sword of Kas (100000 gp, 3 lb)
Sword of the Paruns (50000 gp, 3 lb)
Tearulai (50000 gp, 3 lb)
Trident of Fish Command (800 gp, 4 lb)
Wave (100000 gp, 4 lb)
Waythe (100000 gp, 6 lb)
Whelm (100000 gp, 2 lb)
Saint Markovia's Thighbone (5000 gp, 4 lb)
Blood Spear (500 gp, 3 lb)
Bookmark (100000 gp, 1 lb)
Dagger of Blindsight (5000 gp, 1 lb)
Dagger of Venom (2500 gp, 1 lb)
Dragontooth Dagger (5000 gp, 1 lb)
Javelin of Backbiting (50000 gp, 2 lb)
Javelin of Lightning (1500 gp, 2 lb)
Korolnor Scepter (100000 gp, 2 lb)
Lightbringer (500 gp, 4 lb)
Mace of Disruption (8000 gp, 4 lb)
Mace of Smiting (7000 gp, 4 lb)
Mace of Terror (8000 gp, 4 lb)
Rakdos Riteknife (100000 gp, 1 lb)
Reszur (500 gp, 1 lb)
Spear of Backbiting (50000 gp, 3 lb)
Tinderstrike (100000 gp, 1 lb)
Windvane (100000 gp, 3 lb)
+1 Sling (1000 gp, 0.1 lb)
+1 Shortbow (1025 gp, 2 lb)
+1 Light Crossbow (1025 gp, 5 lb)
+1 Dart (1000 gp, 0.25 lb)
+1 Oversized Longbow (1050 gp, 2 lb)
+1 Net (1001 gp, 3 lb)
+1 Longbow (1050 gp, 2 lb)
+1 Light Repeating Crossbow (1250 gp, 15 lb)
+1 Heavy Crossbow (1050 gp, 18 lb)
+1 Hand Crossbow (1075 gp, 3 lb)
+1 Blowgun (1010 gp, 1 lb)
+1 Pistol (1250 gp, 3 lb)
+1 Musket (1100 gp, 10 lb)
+2 Sling (4000 gp, 0.1 lb)
+2 Shortbow (4025 gp, 2 lb)
+2 Light Crossbow (4025 gp, 5 lb)
+2 Dart (4000 gp, 0.25 lb)
+2 Oversized Longbow (4050 gp, 2 lb)
+2 Net (4001 gp, 3 lb)
+2 Longbow (4050 gp, 2 lb)
+2 Light Repeating Crossbow (4250 gp, 15 lb)
+2 Heavy Crossbow (4050 gp, 18 lb)
+2 Hand Crossbow (4075 gp, 3 lb)
+2 Blowgun (4010 gp, 1 lb)
+2 Pistol (4250 gp, 3 lb)
+2 Musket (4100 gp, 10 lb)
+3 Sling (16000 gp, 0.1 lb)
+3 Shortbow (16025 gp, 2 lb)
+3 Light Crossbow (16025 gp, 5 lb)
+3 Dart (16000 gp, 0.25 lb)
+3 Oversized Longbow (16050 gp, 2 lb)
+3 Net (16001 gp, 3 lb)
+3 Longbow (16050 gp, 2 lb)
+3 Light Repeating Crossbow (16250 gp, 15 lb)
+3 Heavy Crossbow (16050 gp, 18 lb)
+3 Hand Crossbow (16075 gp, 3 lb)
+3 Blowgun (16010 gp, 1 lb)
+3 Pistol (16250 gp, 3 lb)
+3 Musket (16100 gp, 10 lb)
Vicious Sling (350 gp, 0.1 lb)
Vicious Shortbow (375 gp, 2 lb)
Vicious Light Crossbow (375 gp, 5 lb)
Vicious Dart (350 gp, 0.25 lb)
Vicious Oversized Longbow (400 gp, 2 lb)
Vicious Net (351 gp, 3 lb)
Vicious Longbow (400 gp, 2 lb)
Vicious Light Repeating Crossbow (600 gp, 15 lb)
Vicious Heavy Crossbow (400 gp, 18 lb)
Vicious Hand Crossbow (425 gp, 3 lb)
Vicious Blowgun (360 gp, 1 lb)
Vicious Pistol (600 gp, 3 lb)
Vicious Musket (450 gp, 10 lb)
Seeker Dart (500 gp, 0.25 lb)
Storm Boomerang (500 gp, 0.5 lb)
Oathbow (3500 gp, 2 lb)
Horned Ring (50000 gp, 0.1 lb)
Ring of Acid Resistance (6000 gp, 0.1 lb)
Ring of Animal Influence (4000 gp, 0.1 lb)
Ring of Cold Resistance (6000 gp, 0.1 lb)
Ring of Evasion (5000 gp, 0.1 lb)
Ring of Feather Falling (2000 gp, 0.1 lb)
Ring of Fire Resistance (6000 gp, 0.1 lb)
Ring of Force Resistance (6000 gp, 0.1 lb)
Ring of Free Action (20000 gp, 0.1 lb)
Ring of Jumping (2500 gp, 0.1 lb)
Ring of Lightning Resistance (6000 gp, 0.1 lb)
Ring of Mind Shielding (16000 gp, 0.1 lb)
Ring of Necrotic Resistance (6000 gp, 0.1 lb)
Ring of Poison Resistance (6000 gp, 0.1 lb)
Ring of Protection (3500 gp, 0.1 lb)
Ring of Psychic Resistance (6000 gp, 0.1 lb)
Ring of Radiant Resistance (6000 gp, 0.1 lb)
Ring of Regeneration (12000 gp, 0.1 lb)
Ring of Resistance (6000 gp, 0.1 lb)
Ring of Shooting Stars (14000 gp, 0.1 lb)
Ring of Spell Storing (24000 gp, 0.1 lb)
Ring of Swimming (3000 gp, 0.1 lb)
Ring of Telekinesis (10000 0.1 lb)
Ring of the Ram (5000 gp, 0.1 lb)
Ring of Thunder Resistance (6000 gp, 0.1 lb)
Ring of Truth Telling (1500 gp, 0.1 lb)
Ring of Warmth (1000 gp, 0.1 lb)
Ring of Water Walking (1500 gp, 0.1 lb)
Ring of X-ray Vision (6000 gp, 0.1 lb)
Ring of Air Elemental Command (35000 gp, 0.5 lb)
Ring of Djinni Summoning (100000 gp, 0.5 lb)
Ring of Earth Elemental Command (35000 gp, 0.5 lb)
Ring of Fire Elemental Command (35000 gp, 0.5 lb)
Ring of Invisibility (10000 gp, 0.5 lb)
Ring of Spell Turning (30000 gp, 0.5 lb)
Ring of Three Wishes (100000 gp, 0.5 lb)
Ring of Water Elemental Command (35000 gp, 0.5 lb)
Ring of Winter (100000 gp, 1 lb)
Scroll of Protection from Aberrations (180 gp 0.1 lb)
Scroll of Protection from Beasts (180 gp 0.1 lb)
Scroll of Protection from Celestials (180 gp 0.1 lb)
Scroll of Protection from Elementals (180 gp 0.1 lb)
Scroll of Protection from Fey (180 gp 0.1 lb)
Scroll of Protection from Fiends (180 gp 0.1 lb)
Scroll of Protection from Plants (180 gp 0.1 lb)
Scroll of Protection from Undead (180 gp 0.1 lb)
Scroll of Acid Splash (Cantrip) (10 gp, 0.1 lb)
Scroll of Blade Ward (Cantrip) (10 gp, 0.1 lb)
Scroll of Booming Blade (Cantrip) (10 gp, 0.1 lb)
Scroll of Chill (Cantrip) (10 gp, 0.1 lb)
Scroll of Control Flames (Cantrip) (10 gp, 0.1 lb)
Scroll of Create Bonfire (Cantrip) (10 gp, 0.1 lb)
Scroll of Dancing Lights (Cantrip) (10 gp, 0.1 lb)
Scroll of Druidcraft (Cantrip) (10 gp, 0.1 lb)
Scroll of Eldritch Blast (Cantrip) (10 gp, 0.1 lb)
Scroll of Encode Thoughts (Cantrip) (10 gp, 0.1 lb)
Scroll of Enter Mindscape (Cantrip) (10 gp, 0.1 lb)
Scroll of Fire Bolt (Cantrip) (10 gp, 0.1 lb)
Scroll of Friends (Cantrip) (10 gp, 0.1 lb)
Scroll of Frostbite (Cantrip) (10 gp, 0.1 lb)
Scroll of Green-Flame Blade (Cantrip) (10 gp, 0.1 lb)
Scroll of Guidance (Cantrip) (10 gp, 0.1 lb)
Scroll of Gust (Cantrip) (10 gp, 0.1 lb)
Scroll of Hand of Radiance (UA, Cantrip) (10 gp, 0.1 lb)
Scroll of Infestation (Cantrip) (10 gp, 0.1 lb)
Scroll of Infestation (UA, Cantrip) (10 gp, 0.1 lb)
Scroll of Light (Cantrip) (10 gp, 0.1 lb)
Scroll of Lightning Lure (Cantrip) (10 gp, 0.1 lb)
Scroll of Mage Hand (Cantrip) (10 gp, 0.1 lb)
Scroll of Magic Stone (Cantrip) (10 gp, 0.1 lb)
Scroll of Mending (Cantrip) (10 gp, 0.1 lb)
Scroll of Message (Cantrip) (10 gp, 0.1 lb)
Scroll of Mind Fist (Cantrip) (10 gp, 0.1 lb)
Scroll of Mind Strike (Cantrip) (10 gp, 0.1 lb)
Scroll of Minor Illusion (Cantrip) (10 gp, 0.1 lb)
Scroll of Mold Earth (Cantrip) (10 gp, 0.1 lb)
Scroll of Poison Spray (Cantrip) (10 gp, 0.1 lb)
Scroll of Prestidigitation (Cantrip) (10 gp, 0.1 lb)
Scroll of Primal Savagery (Cantrip) (10 gp, 0.1 lb)
Scroll of Primal Savagery (UA, Cantrip) (10 gp, 0.1 lb)
Scroll of Produce Flame (Cantrip) (10 gp, 0.1 lb)
Scroll of Psychic Step (Cantrip) (10 gp, 0.1 lb)
Scroll of Ray of Frost (Cantrip) (10 gp, 0.1 lb)
Scroll of Resistance (Cantrip) (10 gp, 0.1 lb)
Scroll of Sacred Flame (Cantrip) (10 gp, 0.1 lb)
Scroll of Shape Water (Cantrip) (10 gp, 0.1 lb)
Scroll of Shillelagh (Cantrip) (10 gp, 0.1 lb)
Scroll of Shocking Grasp (Cantrip) (10 gp, 0.1 lb)
Scroll of Spare the Dying (Cantrip) (10 gp, 0.1 lb)
Scroll of Sword Burst (Cantrip) (10 gp, 0.1 lb)
Scroll of Thaumaturgy (Cantrip) (10 gp, 0.1 lb)
Scroll of Thorn Whip (Cantrip) (10 gp, 0.1 lb)
Scroll of Thunderclap (Cantrip) (10 gp, 0.1 lb)
Scroll of Toll the Dead (Cantrip) (10 gp, 0.1 lb)
Scroll of Toll the Dead (UA, Cantrip) (10 gp, 0.1 lb)
Scroll of True Strike (Cantrip) (10 gp, 0.1 lb)
Scroll of Vicious Mockery (Cantrip) (10 gp, 0.1 lb)
Scroll of Virtue (UA, Cantrip) (10 gp, 0.1 lb)
Scroll of Word of Radiance (Cantrip) (10 gp, 0.1 lb)
Scroll of Absorb Elements (1st Level) (60 gp, 0.1 lb)
Scroll of Alarm (1st Level) (60 gp, 0.1 lb)
Scroll of Animal Friendship (1st Level) (60 gp, 0.1 lb)
Scroll of Arcane Weapon (1st Level) (60 gp, 0.1 lb)
Scroll of Armor of Agathys (1st Level) (60 gp, 0.1 lb)
Scroll of Arms of Hadar (1st Level) (60 gp, 0.1 lb)
Scroll of Bane (1st Level) (60 gp, 0.1 lb)
Scroll of Beast Bond (1st Level) (60 gp, 0.1 lb)
Scroll of Bless (1st Level) (60 gp, 0.1 lb)
Scroll of Burning Hands (1st Level) (60 gp, 0.1 lb)
Scroll of Catapult (1st Level) (60 gp, 0.1 lb)
Scroll of Cause Fear (1st Level) (60 gp, 0.1 lb)
Scroll of Cause Fear (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Ceremony (1st Level) (60 gp, 0.1 lb)
Scroll of Ceremony (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Chaos Bolt (1st Level) (60 gp, 0.1 lb)
Scroll of Chaos Bolt (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Charm Person (1st Level) (60 gp, 0.1 lb)
Scroll of Chromatic Orb (1st Level) (60 gp, 0.1 lb)
Scroll of Color Spray (1st Level) (60 gp, 0.1 lb)
Scroll of Command (1st Level) (60 gp, 0.1 lb)
Scroll of Compelled Duel (1st Level) (60 gp, 0.1 lb)
Scroll of Comprehend Languages (1st Level) (60 gp, 0.1 lb)
Scroll of Create or Destroy Water (1st Level) (60 gp, 0.1 lb)
Scroll of Cure Wounds (1st Level) (60 gp, 0.1 lb)
Scroll of Detect Evil and Good (1st Level) (60 gp, 0.1 lb)
Scroll of Detect Magic (1st Level) (60 gp, 0.1 lb)
Scroll of Detect Poison and Disease (1st Level) (60 gp, 0.1 lb)
Scroll of Disguise (1st Level) (60 gp, 0.1 lb)
Scroll of Dissonant Whispers (1st Level) (60 gp, 0.1 lb)
Scroll of Divine Favor (1st Level) (60 gp, 0.1 lb)
Scroll of Earth Tremor (1st Level) (60 gp, 0.1 lb)
Scroll of Ensnaring Strike (1st Level) (60 gp, 0.1 lb)
Scroll of Entangle (1st Level) (60 gp, 0.1 lb)
Scroll of Expeditious Retreat (1st Level) (60 gp, 0.1 lb)
Scroll of Faerie Fire (1st Level) (60 gp, 0.1 lb)
Scroll of False Life (1st Level) (60 gp, 0.1 lb)
Scroll of Feather Fall (1st Level) (60 gp, 0.1 lb)
Scroll of Find Familiar (1st Level) (60 gp, 0.1 lb)
Scroll of Fog Cloud (1st Level) (60 gp, 0.1 lb)
Scroll of Goodberry (1st Level) (60 gp, 0.1 lb)
Scroll of Grease (1st Level) (60 gp, 0.1 lb)
Scroll of Guiding Bolt (1st Level) (60 gp, 0.1 lb)
Scroll of Guiding Hand (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Hail of Thorns (1st Level) (60 gp, 0.1 lb)
Scroll of Healing Elixir (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Healing Word (1st Level) (60 gp, 0.1 lb)
Scroll of Hellish Rebuke (1st Level) (60 gp, 0.1 lb)
Scroll of Heroism (1st Level) (60 gp, 0.1 lb)
Scroll of Hex (1st Level) (60 gp, 0.1 lb)
Scroll of Hunter's Mark (1st Level) (60 gp, 0.1 lb)
Scroll of Ice Knife (1st Level) (60 gp, 0.1 lb)
Scroll of Identify (1st Level) (60 gp, 0.1 lb)
Scroll of Illusory Script (1st Level) (60 gp, 0.1 lb)
Scroll of Inflict Wounds (1st Level) (60 gp, 0.1 lb)
Scroll of Jump (1st Level) (60 gp, 0.1 lb)
Scroll of Longstrider (1st Level) (60 gp, 0.1 lb)
Scroll of Mage Armor (1st Level) (60 gp, 0.1 lb)
Scroll of Magic Missile (1st Level) (60 gp, 0.1 lb)
Scroll of Protection from Evil and Good (1st Level) (60 gp, 0.1 lb)
Scroll of Puppet (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Purify Food and Drink (1st Level) (60 gp, 0.1 lb)
Scroll of Ray of Sickness (1st Level) (60 gp, 0.1 lb)
Scroll of Sanctuary (1st Level) (60 gp, 0.1 lb)
Scroll of Searing Smite (1st Level) (60 gp, 0.1 lb)
Scroll of Sense Emotion (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Shield (1st Level) (60 gp, 0.1 lb)
Scroll of Shield of Faith (1st Level) (60 gp, 0.1 lb)
Scroll of Silent Image (1st Level) (60 gp, 0.1 lb)
Scroll of Sleep (1st Level) (60 gp, 0.1 lb)
Scroll of Snare (1st Level) (60 gp, 0.1 lb)
Scroll of Snare (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Speak with Animals (1st Level) (60 gp, 0.1 lb)
Scroll of Sudden Awakening (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Tasha's Hideous Laughter (1st Level) (60 gp, 0.1 lb)
Scroll of Tenser's Floating Disk (1st Level) (60 gp, 0.1 lb)
Scroll of Thunderous Smite (1st Level) (60 gp, 0.1 lb)
Scroll of Thunderwave (1st Level) (60 gp, 0.1 lb)
Scroll of Unearthly Chorus (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Unseen Servant (1st Level) (60 gp, 0.1 lb)
Scroll of Wild Cunning (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Witch Bolt (1st Level) (60 gp, 0.1 lb)
Scroll of Wrathful Smite (1st Level) (60 gp, 0.1 lb)
Scroll of Zephyr Strike (1st Level) (60 gp, 0.1 lb)
Scroll of Zephyr Strike (UA, 1st Level) (60 gp, 0.1 lb)
Scroll of Aganazzar's Scorcher (2nd Level) (120 gp, 0.1 lb)
Scroll of Aid (2nd Level) (120 gp, 0.1 lb)
Scroll of Alter (2nd Level) (120 gp, 0.1 lb)
Scroll of Animal Messenger (2nd Level) (120 gp, 0.1 lb)
Scroll of Arcane Lock (2nd Level) (120 gp, 0.1 lb)
Scroll of Augury (2nd Level) (120 gp, 0.1 lb)
Scroll of Barkskin (2nd Level) (120 gp, 0.1 lb)
Scroll of Beast Sense (2nd Level) (120 gp, 0.1 lb)
Scroll of Blindness/Deafness (2nd Level) (120 gp, 0.1 lb)
Scroll of Blur (2nd Level) (120 gp, 0.1 lb)
Scroll of Branding Smite (2nd Level) (120 gp, 0.1 lb)
Scroll of Calm Emotions (2nd Level) (120 gp, 0.1 lb)
Scroll of Cloud of Daggers (2nd Level) (120 gp, 0.1 lb)
Scroll of Continual Flame (2nd Level) (120 gp, 0.1 lb)
Scroll of Cordon of Arrows (2nd Level) (120 gp, 0.1 lb)
Scroll of Crown of Madness (2nd Level) (120 gp, 0.1 lb)
Scroll of Darkness (2nd Level) (120 gp, 0.1 lb)
Scroll of Darkvision (2nd Level) (120 gp, 0.1 lb)
Scroll of Detect Thoughts (2nd Level) (120 gp, 0.1 lb)
Scroll of Dragon's Breath (2nd Level) (120 gp, 0.1 lb)
Scroll of Dust Devil (2nd Level) (120 gp, 0.1 lb)
Scroll of Earthbind (2nd Level) (120 gp, 0.1 lb)
Scroll of Enhance Ability (2nd Level) (120 gp, 0.1 lb)
Scroll of Enlarge/Reduce (2nd Level) (120 gp, 0.1 lb)
Scroll of Enthrall (2nd Level) (120 gp, 0.1 lb)
Scroll of Find Steed (2nd Level) (120 gp, 0.1 lb)
Scroll of Find Traps (2nd Level) (120 gp, 0.1 lb)
Scroll of Flame Blade (2nd Level) (120 gp, 0.1 lb)
Scroll of Flaming Sphere (2nd Level) (120 gp, 0.1 lb)
Scroll of Flock of Familiars (2nd Level) (120 gp, 0.1 lb)
Scroll of Gentle Repose (2nd Level) (120 gp, 0.1 lb)
Scroll of Gust of Wind (2nd Level) (120 gp, 0.1 lb)
Scroll of Healing Spirit (2nd Level) (120 gp, 0.1 lb)
Scroll of Heat Metal (2nd Level) (120 gp, 0.1 lb)
Scroll of Hold Person (2nd Level) (120 gp, 0.1 lb)
Scroll of Invisibility (2nd Level) (120 gp, 0.1 lb)
Scroll of Knock (2nd Level) (120 gp, 0.1 lb)
Scroll of Lesser Restoration (2nd Level) (120 gp, 0.1 lb)
Scroll of Levitate (2nd Level) (120 gp, 0.1 lb)
Scroll of Locate Animals or Plants (2nd Level) (120 gp, 0.1 lb)
Scroll of Locate Object (2nd Level) (120 gp, 0.1 lb)
Scroll of Magic Mouth (2nd Level) (120 gp, 0.1 lb)
Scroll of Magic Weapon (2nd Level) (120 gp, 0.1 lb)
Scroll of Maximilian's Earthen Grasp (2nd Level) (120 gp, 0.1 lb)
Scroll of Melf's Acid Arrow (2nd Level) (120 gp, 0.1 lb)
Scroll of Mind Spike (2nd Level) (120 gp, 0.1 lb)
Scroll of Mirror Image (2nd Level) (120 gp, 0.1 lb)
Scroll of Misty Step (2nd Level) (120 gp, 0.1 lb)
Scroll of Moonbeam (2nd Level) (120 gp, 0.1 lb)
Scroll of Nystul's Magic Aura (2nd Level) (120 gp, 0.1 lb)
Scroll of Pass without Trace (2nd Level) (120 gp, 0.1 lb)
Scroll of Phantasmal Force (2nd Level) (120 gp, 0.1 lb)
Scroll of Prayer of Healing (2nd Level) (120 gp, 0.1 lb)
Scroll of Protection from Poison (2nd Level) (120 gp, 0.1 lb)
Scroll of Pyrotechnics (2nd Level) (120 gp, 0.1 lb)
Scroll of Ray of Enfeeblement (2nd Level) (120 gp, 0.1 lb)
Scroll of Rope Trick (2nd Level) (120 gp, 0.1 lb)
Scroll of Scorching Ray (2nd Level) (120 gp, 0.1 lb)
Scroll of See Invisibility (2nd Level) (120 gp, 0.1 lb)
Scroll of Shadow Blade (2nd Level) (120 gp, 0.1 lb)
Scroll of Shatter (2nd Level) (120 gp, 0.1 lb)
Scroll of Silence (2nd Level) (120 gp, 0.1 lb)
Scroll of Skywrite (2nd Level) (120 gp, 0.1 lb)
Scroll of Snilloc's Snowball Swarm (2nd Level) (120 gp, 0.1 lb)
Scroll of Spider Climb (2nd Level) (120 gp, 0.1 lb)
Scroll of Spike Growth (2nd Level) (120 gp, 0.1 lb)
Scroll of Spiritual Weapon (2nd Level) (120 gp, 0.1 lb)
Scroll of Suggestion (2nd Level) (120 gp, 0.1 lb)
Scroll of Warding Bond (2nd Level) (120 gp, 0.1 lb)
Scroll of Warding Wind (2nd Level) (120 gp, 0.1 lb)
Scroll of Web (2nd Level) (120 gp, 0.1 lb)
Scroll of Zone of Truth (2nd Level) (120 gp, 0.1 lb)
Scroll of Animate Dead (3rd Level) (200 gp, 0.1 lb)
Scroll of Aura of Vitality (3rd Level) (200 gp, 0.1 lb)
Scroll of Beacon of Hope (3rd Level) (200 gp, 0.1 lb)
Scroll of Bestow Curse (3rd Level) (200 gp, 0.1 lb)
Scroll of Blinding Smite (3rd Level) (200 gp, 0.1 lb)
Scroll of Blink (3rd Level) (200 gp, 0.1 lb)
Scroll of Call Lightning (3rd Level) (200 gp, 0.1 lb)
Scroll of Catnap (3rd Level) (200 gp, 0.1 lb)
Scroll of Clairvoyance (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Animals (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Barrage (3rd Level) (200 gp, 0.1 lb)
Scroll of Conjure Lesser Demon (UA, 3rd Level) (200 gp, 0.1 lb)
Scroll of Counterspell (3rd Level) (200 gp, 0.1 lb)
Scroll of Create Food and Water (3rd Level) (200 gp, 0.1 lb)
Scroll of Crusader's Mantle (3rd Level) (200 gp, 0.1 lb)
Scroll of Daylight (3rd Level) (200 gp, 0.1 lb)
Scroll of Dispel Magic (3rd Level) (200 gp, 0.1 lb)
Scroll of Elemental Weapon (3rd Level) (200 gp, 0.1 lb)
Scroll of Enemies Abound (3rd Level) (200 gp, 0.1 lb)
Scroll of Erupting Earth (3rd Level) (200 gp, 0.1 lb)
Scroll of Fear (3rd Level) (200 gp, 0.1 lb)
